/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0039.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0031.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0023.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0033.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0060.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0036.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0059.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0010.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0003.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0013.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0046.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0030.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0011.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0007.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0029.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0017.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0054.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0034.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0002.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0042.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0055.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0019.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0015.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0062.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0035.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0022.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0058.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0021.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0051.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0008.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0045.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0056.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0009.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0041.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0026.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0018.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0044.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0014.flac,Smooth
/data/lmorove1/hwang258/librimix/LibriSpeech/train-clean-360/7051/259009/7051-259009-0061.flac,Smooth
